============================= test session starts =============================
platform win32 -- Python 3.12.0, pytest-8.4.1, pluggy-1.6.0 -- C:\Users\bcmad\AppData\Local\Programs\Python\Python312\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\bcmad\Downloads\A1Betting7-13.2
configfile: pytest.ini
testpaths: tests
plugins: anyio-4.9.0, asyncio-1.1.0
tests/rate_limit/test_rate_limit_basic.py::test_rate_limit_cleanup PASSED [ 62%]
tests/rate_limit/test_rate_limit_basic.py::test_rate_limit_disabled PASSED [ 62%]
tests/rate_limit/test_rate_limit_basic.py::test_rate_limit_middleware_dispatch PASSED [ 62%]
tests/security/test_payload_guard.py::test_accept_small_json_payload PASSED [ 62%]
tests/security/test_payload_guard.py::test_reject_oversized_payload PASSED [ 62%]
tests/security/test_payload_guard.py::test_reject_unsupported_content_type PASSED [ 62%]
tests/security/test_payload_guard.py::test_allow_custom_content_type_with_decorator PASSED [ 63%]
tests/security/test_payload_guard.py::test_get_request_bypasses_guard PASSED [ 63%]
tests/security/test_payload_guard.py::test_payload_guard_disabled PASSED [ 63%]
tests/security/test_payload_guard.py::test_json_content_type_variants PASSED [ 63%]
tests/security/test_payload_guard.py::test_content_length_header_validation PASSED [ 63%]
tests/security/test_payload_guard.py::test_payload_rejection_error_class PASSED [ 63%]
tests/security/test_payload_guard.py::test_payload_rejection_error_content_type PASSED [ 63%]
tests/security/test_payload_guard.py::test_metrics_integration PASSED    [ 63%]
tests/security/test_payload_guard.py::test_extra_content_types_setting PASSED [ 63%]
tests/security/test_security_headers.py::TestBasicSecurityHeaders::test_hsts_header_enabled PASSED [ 63%]
tests/security/test_security_headers.py::TestBasicSecurityHeaders::test_hsts_header_disabled PASSED [ 63%]
tests/security/test_security_headers.py::TestBasicSecurityHeaders::test_x_frame_options_deny PASSED [ 63%]
tests/security/test_security_headers.py::TestBasicSecurityHeaders::test_x_frame_options_sameorigin PASSED [ 63%]
tests/security/test_security_headers.py::TestBasicSecurityHeaders::test_x_content_type_options PASSED [ 63%]
tests/security/test_security_headers.py::TestBasicSecurityHeaders::test_all_basic_headers_disabled PASSED [ 64%]
tests/security/test_security_headers.py::TestCSPFunctionality::test_csp_basic_policy PASSED [ 64%]
tests/security/test_security_headers.py::TestCSPFunctionality::test_csp_with_extra_connect_src PASSED [ 64%]
tests/security/test_security_headers.py::TestCSPFunctionality::test_csp_upgrade_insecure_requests PASSED [ 64%]
tests/security/test_security_headers.py::TestCSPFunctionality::test_csp_report_uri PASSED [ 64%]
tests/security/test_security_headers.py::TestCSPFunctionality::test_csp_enforce_mode PASSED [ 64%]
tests/security/test_security_headers.py::TestCSPFunctionality::test_csp_report_only_mode PASSED [ 64%]
tests/security/test_security_headers.py::TestCSPFunctionality::test_csp_disabled PASSED [ 64%]
tests/security/test_security_headers.py::TestCrossOriginPolicies::test_coop_same_origin_allow_popups PASSED [ 64%]
tests/security/test_security_headers.py::TestCrossOriginPolicies::test_coop_disabled PASSED [ 64%]
tests/security/test_security_headers.py::TestCrossOriginPolicies::test_coep_require_corp PASSED [ 64%]
tests/security/test_security_headers.py::TestCrossOriginPolicies::test_coep_disabled PASSED [ 64%]
tests/security/test_security_headers.py::TestCrossOriginPolicies::test_corp_same_site PASSED [ 64%]
tests/security/test_security_headers.py::TestCrossOriginPolicies::test_corp_disabled PASSED [ 64%]
tests/security/test_security_headers.py::TestPermissionsPolicy::test_permissions_policy_basic PASSED [ 65%]
tests/security/test_security_headers.py::TestPermissionsPolicy::test_permissions_policy_with_append PASSED [ 65%]
tests/security/test_security_headers.py::TestMetricsIntegration::test_metrics_tracking_enabled PASSED [ 65%]
tests/security/test_security_headers.py::TestMetricsIntegration::test_metrics_tracking_disabled PASSED [ 65%]
tests/security/test_security_headers.py::TestMetricsIntegration::test_header_type_mapping PASSED [ 65%]
tests/security/test_security_headers.py::TestConfiguration::test_security_strict_mode_override PASSED [ 65%]
tests/security/test_security_headers.py::TestConfiguration::test_x_frame_options_validation PASSED [ 65%]
tests/security/test_security_headers.py::TestConfiguration::test_csp_extra_connect_src_list PASSED [ 65%]
tests/security/test_security_headers.py::TestConfiguration::test_csp_extra_connect_src_empty PASSED [ 65%]
tests/security/test_security_headers.py::TestMiddlewareIntegration::test_full_middleware_integration PASSED [ 65%]
tests/security/test_security_headers.py::TestMiddlewareIntegration::test_existing_headers_not_overridden PASSED [ 65%]
tests/security/test_security_headers.py::TestPerformanceAndOrdering::test_static_header_caching PASSED [ 65%]
tests/security/test_security_headers.py::TestPerformanceAndOrdering::test_debug_logging_sampling PASSED [ 65%]
tests/security/test_security_headers_basic.py::TestCSPHeaderGeneration::test_basic_csp_generation PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestCSPHeaderGeneration::test_csp_with_extra_connect_src PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestCSPHeaderGeneration::test_csp_disabled PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestSecuritySettings::test_x_frame_options_valid_values PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestSecuritySettings::test_x_frame_options_invalid_value PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestSecuritySettings::test_security_strict_mode_override PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestSecuritySettings::test_default_settings PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestSecurityHeadersMiddleware::test_middleware_initialization PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestSecurityHeadersMiddleware::test_middleware_disabled PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestSecurityHeadersMiddleware::test_csp_header_names PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestMiddlewareFactory::test_factory_creates_middleware PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestIntegrationWithFastAPI::test_headers_applied_to_response PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestIntegrationWithFastAPI::test_headers_not_overridden PASSED [ 66%]
tests/security/test_security_headers_basic.py::TestIntegrationWithFastAPI::test_disabled_middleware PASSED [ 66%]
tests/security/test_security_headers_core.py::TestBasicSecurityHeaders::test_hsts_header_enabled PASSED [ 67%]
tests/security/test_security_headers_core.py::TestBasicSecurityHeaders::test_hsts_header_disabled PASSED [ 67%]
tests/security/test_security_headers_core.py::TestBasicSecurityHeaders::test_x_frame_options_deny PASSED [ 67%]
tests/security/test_security_headers_core.py::TestBasicSecurityHeaders::test_x_frame_options_sameorigin PASSED [ 67%]
tests/security/test_security_headers_core.py::TestBasicSecurityHeaders::test_x_content_type_options PASSED [ 67%]
tests/security/test_security_headers_core.py::TestBasicSecurityHeaders::test_all_basic_headers_disabled PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCSPFunctionality::test_csp_basic_policy PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCSPFunctionality::test_csp_with_extra_connect_src PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCSPFunctionality::test_csp_upgrade_insecure_requests PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCSPFunctionality::test_csp_report_uri PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCSPFunctionality::test_csp_enforce_mode PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCSPFunctionality::test_csp_report_only_mode PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCSPFunctionality::test_csp_disabled PASSED [ 67%]
tests/security/test_security_headers_core.py::TestCrossOriginPolicies::test_coop_same_origin_allow_popups PASSED [ 68%]
tests/security/test_security_headers_core.py::TestCrossOriginPolicies::test_coop_disabled PASSED [ 68%]
tests/security/test_security_headers_core.py::TestCrossOriginPolicies::test_coep_require_corp PASSED [ 68%]
tests/security/test_security_headers_core.py::TestCrossOriginPolicies::test_coep_disabled PASSED [ 68%]
tests/security/test_security_headers_core.py::TestCrossOriginPolicies::test_corp_same_site PASSED [ 68%]
tests/security/test_security_headers_core.py::TestCrossOriginPolicies::test_corp_disabled PASSED [ 68%]
tests/security/test_security_headers_core.py::TestPermissionsPolicy::test_permissions_policy_basic PASSED [ 68%]
tests/security/test_security_headers_core.py::TestPermissionsPolicy::test_permissions_policy_with_append PASSED [ 68%]
tests/stabilization/test_backend_lean_mode.py::test_dev_mode_endpoint_returns_lean_false_by_default FAILED [ 68%]
tests/stabilization/test_backend_lean_mode.py::test_dev_mode_endpoint_returns_lean_true_when_enabled FAILED [ 68%]
tests/stabilization/test_backend_lean_mode.py::test_dev_mode_endpoint_supports_head_method FAILED [ 68%]
tests/stabilization/test_backend_lean_mode.py::test_lean_mode_environment_variable_integration PASSED [ 68%]
tests/stabilization/test_backend_lean_mode.py::test_lean_mode_reduces_middleware_in_app_creation FAILED [ 68%]
tests/stabilization/test_backend_lean_mode.py::test_lean_mode_disabled_by_default PASSED [ 68%]
tests/stabilization/test_backend_lean_mode.py::test_rate_limiting_configuration_in_lean_mode PASSED [ 69%]
tests/stabilization/test_backend_lean_mode.py::test_dev_mode_endpoint_json_schema FAILED [ 69%]
tests/stabilization/test_backend_lean_mode.py::TestLeanModeBackgroundTasks::test_lean_mode_skips_background_task_registration PASSED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_canonical_health_get PASSED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_canonical_health_head PASSED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_health_alias_get FAILED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_health_alias_head PASSED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_v2_health_alias_get FAILED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_v2_health_alias_head PASSED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_all_health_endpoints_identical_schema FAILED [ 69%]
tests/stabilization/test_health_aliases.py::TestHealthAliases::test_sports_activate_options_preflight PASSED [ 69%]
tests/stabilization/test_stabilization_matrix.py::TestHealthAliasMatrix::test_health_alias_matrix FAILED [ 69%]
tests/stabilization/test_stabilization_matrix.py::TestHealthAliasMatrix::test_health_head_methods PASSED [ 69%]
tests/stabilization/test_stabilization_matrix.py::TestOptionsPreflight::test_options_preflight_activate PASSED [ 70%]
tests/stabilization/test_stabilization_matrix.py::TestOptionsPreflight::test_preflight_cors_headers PASSED [ 70%]
tests/stabilization/test_stabilization_matrix.py::TestWebSocketUrlDerivation::test_ws_url_derivation PASSED [ 70%]
tests/stabilization/test_stabilization_matrix.py::TestWebSocketUrlDerivation::test_ws_client_id_path_derivation PASSED [ 70%]
tests/stabilization/test_stabilization_matrix.py::TestLeanModeDisablesMonitors::test_lean_mode_disables_monitors PASSED [ 70%]
tests/stabilization/test_stabilization_matrix.py::TestLeanModeDisablesMonitors::test_lean_mode_middleware_conditional_loading PASSED [ 70%]
tests/stabilization/test_stabilization_matrix.py::TestStabilizationIntegration::test_dev_mode_endpoint_integration FAILED [ 70%]
tests/stabilization/test_stabilization_matrix.py::TestStabilizationIntegration::test_stabilization_feature_matrix_complete FAILED [ 70%]
tests/statistical/test_drift_injection.py::TestIntentionalDriftInjection::test_inject_ks_critical_divergence PASSED [ 70%]
tests/statistical/test_drift_injection.py::TestIntentionalDriftInjection::test_inject_correlation_matrix_drift PASSED [ 70%]
tests/statistical/test_drift_injection.py::TestIntentionalDriftInjection::test_inject_eigenvalue_degradation PASSED [ 70%]
tests/statistical/test_drift_injection.py::TestIntentionalDriftInjection::test_inject_ci_width_explosion PASSED [ 70%]
tests/statistical/test_drift_injection.py::TestIntentionalDriftInjection::test_inject_monte_carlo_convergence_failure PASSED [ 70%]
tests/statistical/test_drift_injection.py::TestIntentionalDriftInjection::test_inject_multiple_simultaneous_drifts PASSED [ 70%]
tests/statistical/test_drift_injection.py::TestAlertSystemValidation::test_consecutive_failure_alert_trigger PASSED [ 71%]
tests/statistical/test_drift_injection.py::TestAlertSystemValidation::test_critical_divergence_alert_trigger PASSED [ 71%]
tests/statistical/test_drift_injection.py::TestAlertSystemValidation::test_regression_alert_trigger PASSED [ 71%]
tests/statistical/test_drift_injection.py::test_comprehensive_drift_injection_suite PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestDeterministicMonteCarlo::test_seed_reproducibility PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestDeterministicMonteCarlo::test_deterministic_seed_generation PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestDeterministicMonteCarlo::test_monte_carlo_convergence PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestKSTestRunner::test_ks_normal_distribution PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestKSTestRunner::test_ks_distribution_mismatch_detection PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestKSTestRunner::test_ks_critical_divergence_threshold PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestCorrelationPSDMonitor::test_valid_correlation_matrix_validation PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestCorrelationPSDMonitor::test_invalid_correlation_matrix_detection PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestCorrelationPSDMonitor::test_correlation_drift_detection PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestCorrelationPSDMonitor::test_eigenvalue_threshold_monitoring PASSED [ 71%]
tests/statistical/test_statistical_verification_suite.py::TestCIWidthGuard::test_baseline_ci_establishment PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestCIWidthGuard::test_ci_width_regression_detection PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestCIWidthGuard::test_ci_width_stable_distribution PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestFullStatisticalSuite::test_complete_suite_execution PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestFullStatisticalSuite::test_suite_deterministic_behavior PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestFullStatisticalSuite::test_build_failure_mechanism PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestFullStatisticalSuite::test_alert_trigger_conditions PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestFullStatisticalSuite::test_ci_cd_integration_ready PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestIntentionalDriftInjection::test_intentional_ks_divergence_injection PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestIntentionalDriftInjection::test_intentional_correlation_drift_injection PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::TestIntentionalDriftInjection::test_intentional_ci_regression_injection PASSED [ 72%]
tests/statistical/test_statistical_verification_suite.py::test_statistical_verification_ci_critical PASSED [ 72%]
tests/synthetic/test_end_to_end_signal_flow.py::test_end_to_end_smart_signal_flow PASSED [ 72%]
tests/synthetic/test_end_to_end_signal_flow_variants.py::test_nba_high_value_signal PASSED [ 73%]
tests/synthetic/test_end_to_end_signal_flow_variants.py::test_mlb_poor_value_filtered PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_cache_metrics_hook_initialization PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_wrap_sync_cache_get_hit PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_wrap_sync_cache_get_miss PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_wrap_async_cache_get_hit PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_wrap_sync_cache_set PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_wrap_async_cache_set PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_wrap_sync_cache_delete PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_wrap_async_cache_delete PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_cache_hit_rate_calculation PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_hook_cache_service_sync PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_hook_cache_service_async PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_cache_operation_exception_handling PASSED [ 73%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_auto_hook_unified_cache_success PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_auto_hook_unified_cache_not_available PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_auto_hook_intelligent_cache_success PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_auto_hook_intelligent_cache_not_available PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_initialize_cache_metrics_hooks PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_get_cache_hook_singleton PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_cache_hook_unhook_all PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_mixed_sync_async_cache_operations PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_cache_hook_performance_overhead PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_cache_service_with_no_hookable_methods PASSED [ 74%]
tests/test_cache_metrics_hook.py::TestCacheMetricsHook::test_cache_service_partial_hook_success PASSED [ 74%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_initialization PASSED [ 74%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_record_hit PASSED [ 74%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_record_miss PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_record_set_and_delete PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_basic_metrics_tracking PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_namespace_statistics PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_stampede_protection_lock PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_concurrent_stampede_protection PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheInstrumentation::test_stats_snapshot PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_initialization PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_basic_key_building PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_key_building_with_hash PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_key_building_with_namespace PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_stable_hashing PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_key_parsing PASSED    [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_invalid_key_parsing PASSED [ 75%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_key_building_functionality PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_cache_version_consistency PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_tier_and_entity_enums PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheKeyBuilder::test_version_bump_invalidates_keys PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_basic_get_operation PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_cache_miss PASSED     [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_get_or_build_cache_hit PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_get_or_build_cache_miss PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_get_or_build_with_stampede_protection PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_set_operation PASSED  [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_delete_operation PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_invalidate_pattern PASSED [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_health_check PASSED   [ 76%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_health_check_failure PASSED [ 77%]
tests/test_cache_pr6.py::TestCacheServiceExt::test_error_handling_in_get_or_build PASSED [ 77%]
tests/test_cache_pr6.py::TestCacheIntegration::test_end_to_end_cache_flow SKIPPED [ 77%]
tests/test_cache_pr6.py::TestCachePerformance::test_concurrent_get_or_build_performance SKIPPED [ 77%]
tests/test_clv_calculation.py::TestCLVCalculation::test_clv_calculation_with_force_flat_baseline PASSED [ 77%]
tests/test_clv_calculation.py::TestCLVCalculation::test_clv_calculation_positive_movement PASSED [ 77%]
tests/test_clv_calculation.py::TestCLVCalculation::test_clv_calculation_negative_movement PASSED [ 77%]
tests/test_clv_calculation.py::TestCLVCalculation::test_clv_calculation_zero_opening_line PASSED [ 77%]
tests/test_clv_calculation.py::TestCLVCalculation::test_clv_calculation_none_values PASSED [ 77%]
tests/test_clv_calculation.py::TestCLVCalculation::test_clv_large_movement PASSED [ 77%]
tests/test_clv_calculation.py::TestCLVCalculation::test_clv_precision_rounding PASSED [ 77%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_zero_limit PASSED [ 77%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_negative_limit PASSED [ 77%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_very_large_limit PASSED [ 77%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_invalid_include_clv_values PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_missing_parameters PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_multiple_clv_parameters PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_special_characters_in_params PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_response_structure_validation PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_with_empty_database PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVEdgeCases::test_clv_malformed_request_handling PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVBoundaryValues::test_clv_extreme_numeric_values PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVBoundaryValues::test_clv_null_and_none_handling PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVBoundaryValues::test_clv_unicode_and_encoding PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVStressConditions::test_clv_rapid_sequential_requests PASSED [ 78%]
tests/test_clv_edge_cases.py::TestCLVStressConditions::test_clv_parameter_combinations PASSED [ 78%]
tests/test_clv_integration.py::TestCLVIntegration::test_clv_parameter_exists PASSED [ 78%]
tests/test_clv_integration.py::TestCLVIntegration::test_clv_fields_absent_when_disabled PASSED [ 78%]
tests/test_clv_integration.py::TestCLVIntegration::test_clv_fields_present_when_enabled PASSED [ 79%]
tests/test_clv_integration.py::TestCLVIntegration::test_clv_cache_consistency PASSED [ 79%]
tests/test_clv_integration.py::TestCLVIntegration::test_graceful_failure_handling PASSED [ 79%]
tests/test_clv_integration.py::TestCLVServiceUnit::test_attach_clv_data_basic_functionality PASSED [ 79%]
tests/test_clv_integration.py::TestCLVServiceUnit::test_attach_clv_data_idempotency PASSED [ 79%]
tests/test_clv_integration.py::TestCLVServiceUnit::test_attach_clv_data_error_resilience PASSED [ 79%]
tests/test_clv_integration.py::TestCLVEndToEnd::test_complete_clv_flow PASSED [ 79%]
tests/test_clv_integration.py::TestCLVEndToEnd::test_clv_leaderboard_integration PASSED [ 79%]
tests/test_clv_metrics.py::TestCLVMetricsInstrumentation::test_clv_metrics_initialization PASSED [ 79%]
tests/test_clv_metrics.py::TestCLVMetricsInstrumentation::test_clv_metrics_timing_context PASSED [ 79%]
tests/test_clv_metrics.py::TestCLVMetricsInstrumentation::test_clv_metrics_failure_recording PASSED [ 79%]
tests/test_clv_metrics.py::TestCLVMetricsInstrumentation::test_clv_cache_metrics PASSED [ 79%]
tests/test_clv_metrics.py::TestCLVMetricsInstrumentation::test_clv_opportunities_enriched_counter PASSED [ 79%]
tests/test_clv_metrics.py::TestCLVMetricsInstrumentation::test_clv_alert_thresholds PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsInstrumentation::test_clv_diagnostics_data PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVDiagnosticsEndpoint::test_clv_diagnostics_basic_endpoint PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVDiagnosticsEndpoint::test_clv_diagnostics_detailed_endpoint PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVDiagnosticsEndpoint::test_clv_diagnostics_with_propfinder_activity PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVDiagnosticsEndpoint::test_clv_diagnostics_alert_detection PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsIntegration::test_clv_metrics_with_propfinder_api PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsIntegration::test_clv_metrics_cache_simulation PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsIntegration::test_clv_metrics_failure_simulation PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsPerformance::test_clv_metrics_low_overhead FAILED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsPerformance::test_clv_metrics_concurrent_requests PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsReliability::test_clv_metrics_prometheus_unavailable PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsReliability::test_clv_metrics_invalid_operations PASSED [ 80%]
tests/test_clv_metrics.py::TestCLVMetricsReliability::test_clv_diagnostics_endpoint_errors PASSED [ 80%]
tests/test_clv_metrics_service.py::TestCLVMetricsFeatureFlag::test_clv_metrics_disabled_flag PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsFeatureFlag::test_clv_metrics_enabled_flag PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsFeatureFlag::test_metrics_summary_endpoint_disabled PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsFeatureFlag::test_include_clv_param_with_disabled_flag PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsEnabled::test_clv_metrics_basic_recording PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsEnabled::test_clv_timing_context_success PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsEnabled::test_clv_timing_context_failure PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsFailurePath::test_clv_metrics_without_prometheus PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsFailurePath::test_clv_metrics_graceful_failure PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsFailurePath::test_clv_diagnostics_with_error PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVDiagnosticParameter::test_clv_diag_parameter_enabled PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVDiagnosticParameter::test_clv_diag_parameter_disabled PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVDiagnosticParameter::test_clv_diag_with_metrics_summary PASSED [ 81%]
tests/test_clv_metrics_service.py::TestCLVMetricsIntegration::test_propfinder_with_clv_metrics PASSED [ 82%]
tests/test_clv_metrics_service.py::TestCLVMetricsIntegration::test_propfinder_metrics_summary_endpoint PASSED [ 82%]
tests/test_clv_performance.py::TestCLVPerformance::test_clv_response_time_acceptable FAILED [ 82%]
tests/test_clv_performance.py::TestCLVPerformance::test_clv_caching_behavior PASSED [ 82%]
tests/test_clv_performance.py::TestCLVPerformance::test_clv_high_volume_handling PASSED [ 82%]
